id,device,version,description,port
9151,ILIAS Lms ,3.9.9/3.10.7 , Arbitrary Edition / Information Disclosure,80
9153,Admin News Tools ,2.5, 'fichier' Remote File Disclosure,80
9154,ZenPhoto ,1.2.5 , Completely Blind SQL Injection,80
9155,PHPGenealogy ,2, 'DataDirectory' Remote File Inclusion,80
9156,Greenwood Content Manager ,0.3.2 , Local File Inclusion,80
9159,Infinity ,2.0.5 , Arbitrary Create Admin,80
9161,Infinity ,2.0.5 , Remote Contents Change,80
9162,WebLeague ,2.2.0 , 'profile.php' SQL Injection,80
9164,webLeague ,2.2.0 , 'install.php' Remote Change Password,80
9165,webLeague ,2.2.0 , Authentication Bypass,80
9166,ZenPhoto Gallery ,1.2.5 , Admin Password Reset (Cross,80
9171,VS PANEL ,7.5.5 , 'results.php?Cat_ID' SQL Injection,80
9174,PHP Live! ,3.2.1/2 , 'x' Blind SQL Injection,80
9176,dB Masters MultiMedia's Content Manager ,4.5, SQL Injection,80
9179,Super Simple Blog Script ,2.5.4 , Local File Inclusion,80
9180,Super Simple Blog Script ,2.5.4 , 'entry' SQL Injection,80
9182,Super Simple Blog Script ,2.5.4 , 'managepoll.php' Authentication Bypass,80
9183,Battle Blog ,1.25, Authentication Bypass / SQL Injection / HTML Injection,80
9184,Ger Versluis ,2000 5.5 24 , 'SITE_fiche.php' SQL Injection,80
9185,Ger Versluis ,2000 5.5 24 , Cross,80
9187,Joomla! Component Jobline ,1.3.1 , Blind SQL Injection,80
9193,WebVision ,2.1, 'news.php?n' SQL Injection,80
9194,radbids gold ,4, Multiple Vulnerabilities,80
9195,radlance gold ,7.5, Multiple Vulnerabilities,80
9196,radnics gold ,5, Multiple Vulnerabilities,80
9202,Silentum Guestbook ,2.0.2 , 'silentum_Guestbook.php' SQL Injection,80
9203,Netrix CMS ,1, Authentication Bypass,80
9204,MiniCWB ,2.3.0 , 'lang' Remote File Inclusion,80
9205,mcshoutbox ,1.1, SQL Injection / Cross,80
9211,mcshoutbox ,1.1,clone CMS ,80
9217,mcshoutbox ,1.1,Xoopport 3.1 Module MyAnnonces ,80
9219,powerUpload ,2.4, (Authentication Bypass) Insecure Cookie Handling,80
9225,AnotherPHPBook (APB) ,1.3.0 , Authentication Bypass,80
9226,phpDirectorySource ,1, Cross,80
9227,phpDirectorySource ,1, 'url' Local File Disclosure,80
9231,Phorum ,5.2.11 , Persistent Cross,80
9235,e,107 Plugin my_gallery 2.4.1 , 'readfile()' Local File Disclosure,80
9236,Groone's GLink ORGanizer ,2.1, 'cat' Blind SQL Injection,80
9237,AWCM ,2.1, Local File Inclusion / Authentication Bypass,80
9238,AWCM ,2.1, 'packageId' SQL Injection,80
9239,PHP Melody ,1.5.3 , Arbitrary File Upload Injection,80
9243,PHP Melody ,1.5.3 ,Dollar Pixel Ads Platinum ,80
9244,Joomla! Extension UIajaxIM ,1.1, JavaScript Execution,80
9246,Basilic ,1.5.13 , 'index.php?idAuthor' SQL Injection,80
9248,SaphpLesson ,4, Authentication Bypass,80
9249,SaphpLesson ,4, 'codigo' SQL Injection,80
9250,WordPress Core ,2.8.1 , 'url' Cross,80
9251,Deonixscripts Templates Management ,1.3, SQL Injection,80
9252,Scripteen Free Image Hosting Script ,2.3, SQL Injection,80
9254,PHP Live! ,3.2.2 , 'questid' SQL Injection (2),80
9255,Clip Bucket ,1.7.1 , Insecure Cookie Handling,80
9256,Scripteen Free Image Hosting Script ,2.3, Insecure Cookie Handling,80
9257,Pixaria Gallery ,2.3.5 , 'file' Remote File Disclosure,80
9258,Joomla! Component Almond Classifieds com_aclassf ,7.5, Multiple Vulnerabilities,80
9259,Joomla! Component Almond Classifieds com_aclassf ,7.5, Blind SQL Injection / Cross,80
9260,Joomla! Component Almond Classifieds com_aclassf ,7.5, Local File Inclusion / Remote File Inclusion / Cross,80
9261,Joomla! Component Almond Classifieds com_aclassf ,7.5, Blind SQL Injection / Cross,80
9262,Joomla! Component Almond Classifieds com_aclassf ,7.5, SQL Injection / Cross,80
9263,URA ,3, 'cat' SQL Injection,80
9266,iwiccle ,1.01, Local File Inclusion / SQL Injection,80
9267,VS PANEL ,7.5.5 , 'Cat_ID' SQL Injection,80
9269,PHP Paid ,4 Mail Script , 'home.php' Remote File Inclusion,80
9270,Super Mod System ,3, 's' SQL Injection,80
9271,Super Mod System ,3, 'id' SQL Injection,80
9273,Allomani Mobile ,2.5, Blind SQL Injection,80
9274,Allomani Songs & Clips ,2.7.0 , Blind SQL Injection,80
9275,Allomani Movies & Clips ,2.7.0 , Blind SQL Injection,80
9276,Allomani Movies & Clips ,2.7.0 , SQL Injection,80
9279,PunBB Automatic Image Upload ,1.3.5 , SQL Injection,80
9280,PunBB Automatic Image Upload ,1.3.5 , Arbitrary File Delete,80
9281,Limny ,1.01, Authentication Bypass,80
9282,Magician Blog ,1, 'ids' SQL Injection,80
9283,Magician Blog ,1, Authentication Bypass,80
9284,SerWeb ,2.1.0,dev1 2009,80
9287,PHP Paid ,4 Mail Script , 'paidbanner.php?ID' SQL Injection,80
9288,phpArcadeScript ,4, 'id' SQL Injection,80
9289,PunBB Reputation.php Mod ,2.0.4 , Blind SQL Injection,80
9290,PunBB Reputation.php Mod ,2.0.4 ,portal 4.3.1 ,80
9292,PaoLink ,1, 'login_ok' Authentication Bypass,80
9293,PaoBacheca Guestbook ,2.1, 'login_ok' Authentication Bypass,80
9294,PaoLiber ,1.1, 'login_ok' Authentication Bypass,80
9296,TinyBrowser (TinyMCE Editor File browser) ,1.41.6 , Multiple Vulnerabilities,80
9297,ultrize timesheet ,1.2.2 , Remote File Inclusion,80
9307,Ultrize TimeSheet ,1.2.2 , 'readfile()' Local File Disclosure,80
9308,justVisual ,1.2, 'fs_jVroot' Remote File Inclusion,80
9309,Orbis CMS ,1, File Delete / Download File / Arbitrary File Upload / SQL Injection,80
9310,dit.cms ,1.3, 'path/sitemap/relPath' Local File Inclusion,80
9311,cmsphp ,0.21, Local File Inclusion / Cross,80
9312,cmsphp ,0.21, Local File Inclusion / SQL Injection,80
9313,Really Simple CMS ,0.3a , 'PT' Local File Inclusion,80
9314,MUJE CMS ,1.0.4.34 , Local File Inclusion,80
9315,PunBB Reputation.php Mod ,2.0.4 , Local File Inclusion,80
9316,linkSpheric ,0.74b6 , 'listID' SQL Injection,80
9320,Arab Portal ,2.x , 'forum.php' SQL Injection,80
9322,MAXcms ,3.11.20b , Multiple Remote File Inclusions,80
9324,MAXcms ,3.11.20b , 'itemID' Blind SQL Injection,80
9325,PortalXP Teacher Edition ,1.2, Multiple SQL Injections,80
9326,aa33code, 0.0.1 , Local File Inclusion / Authentication Bypass / File Disclosure,80
9327,Mobilelib Gold ,3, Authentication Bypass / SQL Injection,80
9331,ProjectButler ,1.5.0 , 'pda_projects.php?offset' Remote File Inclusion,80
9332,ProjectButler ,1.5.0 , Authentication Bypass,80
9333,Netpet CMS ,1.9, 'confirm.php?language' Local File Inclusion,80
9334,QuickDev ,4, 'download.php' File Disclosure,80
9335,TT Web Site Manager ,0.5, Authentication Bypass,80
9336,SimpleLoginSys ,0.5, Authentication Bypass,80
9337,simplePHPWeb ,0.2, 'files.php' Authentication Bypass,80
9338,Miniweb ,2.0 Module Publisher , Blind SQL Injection / Cross,80
9339,Miniweb ,2.0 Module Survey Pro , Blind SQL Injection / Cross,80
9340,x,10 media adult script 1.7 , Multiple Vulnerabilities,80
9341,Questions Answered ,1.3, Authentication Bypass,80
9342,elvin bts ,1.2.2 , SQL Injection / Cross,80
9344,Multi Website ,1.5, index PHP action SQL Injection,80
9347,Arab Portal ,2.2, 'mod.php' Local File Inclusion,80
9348,Arab Portal ,2.2, Authentication Bypass,80
9349,Discloser ,0.0.4,rc2 ,80
9350,MAXcms ,3.11.20b , Remote File Inclusion / File Disclosure,80
9351,MAXcms ,3.11.20b , 'shop.htm cid' SQL Injection,80
9353,MOC Designs PHP News ,1.1, Authentication Bypass,80
9355,elgg ,1.5, '/_css/js.php' Local File Inclusion,80
9356,ShopMaker CMS ,2, Blind SQL Injection / Local File Inclusion,80
9358,ShopMaker CMS ,2,portal 4.3.1 ,80
9365,mybackup ,1.4.0 , File Download / Remote File Inclusion,80
9367,tenrok ,1.1.0 , File Disclosure / Remote Code Execution,80
9369,Irokez CMS ,0.7.1 , SQL Injection,80
9370,AccessoriesMe PHP Affiliate Script ,1.4, Blind SQL Injection / Cross,80
9371,opennews ,1, SQL Injection / Remote Code Execution,80
9372,Portel ,2008, 'decide.php?patron' Blind SQL Injection,80
9378,Portel ,2008, Topic Delete / Cross,80
9380,TYPO,3 CMS 4.0 , 'showUid' SQL Injection,80
9383,LM Starmail ,2, SQL Injection / File Inclusion,80
9384,Alwasel ,1.5, Multiple SQL Injections,80
9385,PHotoLa Gallery ,1, Authentication Bypass,80
9387,Banner Exchange Script ,1, 'targetid' Blind SQL Injection,80
9389,Logoshows BBS ,2, 'forumid' SQL Injection,80
9390,Typing Pal ,1, 'idTableProduit' SQL Injection,80
9394,Arab Portal ,2.2, Blind Cookie Authentication Bypass,80
9395,Arab Portal ,2.2, Authentication Bypass,80
9396,Arab Portal ,2.2, Local File Inclusion / Remote File Inclusion / Cross,80
9397,IsolSoft Support Center ,2.5, Local File Inclusion / Remote File Inclusion / Cross,80
9398,Joomla! Component com_pms ,2.0.4 , 'Ignore,80
9399,Logoshows BBS ,2, Authentication Bypass,80
9400,logoshows bbs ,2, File Disclosure / Insecure Cookie Handling,80
9404,SmilieScript ,1, Authentication Bypass,80
9405,Papoo CMS ,3.7.3 , (Authenticated) Arbitrary Code Execution,80
9406,Papoo CMS ,3.7.3 ,CMS 1.0.1 ,80
9407,CMS Made Simple ,1.6.2 , Local File Disclosure,80
9408,CMS Made Simple ,1.6.2 , Blind SQL Injection,80
9410,WordPress Core ,2.8.3 , Remote Admin Reset Password,80
9413,Joomla! Component idoblog ,1.1b30 (com_idoblog) , SQL Injection,80
9416,OCS Inventory NG ,1.2.1 , 'systemid' SQL Injection,80
9419,Shorty ,0.7.1b , (Authentication Bypass) Insecure Cookie Handling,80
9421,Gallarific ,1.1, '/gallery.php' Arbitrary Delete/Edit Category,80
9424,Plume CMS ,1.2.3 , Multiple SQL Injections,80
9425,Gazelle CMS ,1, Multiple Vulnerabilities / Remote Code Execution,80
9430,JBLOG ,1.5.1 , SQL Table Backup,80
9431,JBLOG ,1.5.1 ,Syntax 0.9.1 ,80
9433,Gazelle CMS ,1, Arbitrary File Upload,80
9434,tgs CMS ,0.x , Cross,80
9437,Ignition ,1.2, 'comment' Remote Code Injection,80
9438,PHP Competition System ,0.84, 'competition' SQL Injection,80
9440,DS CMS ,1, 'nFileId' SQL Injection,80
9441,MyWeight ,1, Arbitrary File Upload,80
9444,MyWeight ,1,Lance 1.52 ,80
9445,BaBB ,2.8, Remote Code Injection,80
9447,AJ Auction Pro OOPD ,2.x , 'id' SQL Injection,80
9448,SPIP < ,2.0.9 , Arbitrary Copy All Passwords to '.XML' File,80
9450,vTiger CRM ,5.0.4 , Remote Code Execution / Cross,80
9451,vTiger CRM ,5.0.4 , 'exhibition_id' SQL Injection,80
9452,Arcadem Pro ,2.8, 'article' Blind SQL Injection,80
9453,Videos Broadcast Yourself ,2, 'UploadID' SQL Injection,80
9459,2WIRE Gateway ,, Authentication Bypass / Password Reset (2),80
9460,autonomous lan party ,0.98.3 , Remote File Inclusion,80
9461,E CMS ,1, 'index.php?s' SQL Injection,80
9462,Infinity ,2.x , 'options[style_dir]' Local File Disclosure,80
9463,Infinity ,2.x , Blind SQL Injection,80
9464,Infinity ,2.x , 'category' SQL Injection,80
9465,phpfreeBB ,1, Blind SQL Injection,80
9469,phpfreeBB ,1,in Slideshow 1.51 ,80
9470,phpfreeBB ,1, 'remove.php?ID' SQL Injection,80
9471,phpfreeBB ,1, ClickBank Affiliate Management SQL Injection,80
9472,phpfreeBB ,1, Arbitrary File Upload,80
9474,Traidnt UP ,2, SQL Injection,80
9475,asaher pro ,1.0.4 , Remote Database Backup,80
9481,Moa Gallery ,1.1.0 , 'gallery_id' SQL Injection,80
9482,Arcade Trade Script ,1.0b , (Authentication Bypass) Insecure Cookie Handling,80
9484,Arcade Trade Script ,1.0b , 'aid' SQL Injection,80
9485,Cuteflow ,2.10.3 , 'edituser.php' Security Bypass,80
9490,Lanai Core ,0.6, Remote File Disclosure / Info Disclosure,80
9491,Lanai Core ,0.6, 'new.php' SQL Injection,80
9493,Uebimiau Webmail ,3.2.0,2,80
9494,Uebimiau Webmail ,3.2.0, Authentication Bypass,80
9497,ITechBids ,8, 'ProductID' Blind SQL Injection,80
9499,New,5starRating 1.0 , 'rating.php' SQL Injection,80
9502,Joomla! Component com_ninjamonial ,1.1, 'testimID' SQL Injection,80
9504,Joomla! Component com_jtips ,1.0.x , 'season' Blind SQL Injection,80
9505,Geeklog ,1.6.0sr1 , Arbitrary File Upload,80
9510,Joomla! Component com_siirler ,1.2, 'sid' SQL Injection,80
9511,Joomla! Component com_siirler ,1.2, SQL Injection (2),80
9512,TCPDB ,3.8, Remote Content Change Bypass,80
9518,TCPDB ,3.8, 'video.php?movie' SQL Injection,80
9522,Moa Gallery ,1.2.0 , Multiple Remote File Inclusions,80
9523,Moa Gallery ,1.2.0 , 'index.php?action' SQL Injection,80
9524,totalcalendar ,2.4, Blind SQL Injection / Local File Inclusion,80
9525,Moa Gallery ,1.2.0 , 'p_filename' Remote File Disclosure,80
9527,Simple CMS Framework ,1, 'page' SQL Injection,80
9529,Discuz! Plugin Crazy Star ,2, 'fmid' SQL Injection,80
9530,Open Auto Classifieds ,1.5.9 , Multiple Vulnerabilities,80
9531,PAD Site Scripts ,3.6, 'list.php?string' SQL Injection,80
9532,allomani ,2007, 'cat' SQL Injection,80
9533,PHPSANE ,0.5.0 , 'save.php' Remote File Inclusion,80
9534,Joomla! Component com_digifolio ,1.52, 'id' SQL Injection,80
9535,Joomla! Component com_digifolio ,1.52, 'year' SQL Injection,80
9538,Joomla! Component com_digifolio ,1.52, 'category.php' SQL Injection,80
9544,Modern Script ,5, 'index.php?s' SQL Injection,80
9552,Modern Script ,5,Script 0.99 Beta ,80
9553,Rock Band CMS ,0.1, 'news.php' Multiple SQL Injections (1),80
9555,Rock Band CMS ,0.1,BUX ,80
9556,osCommerce Online Merchant ,2.2 RC2a , Code Execution,80
9563,Joomla! Component com_artportal ,1, 'portalid' SQL Injection,80
9564,Joomla! Component Agora ,3.0.0b (com_agora) , Local File Inclusion,80
9565,Xstate Real Estate ,1, Blind SQL Injection / Cross,80
9566,KingCMS ,0.6.0 , 'menu.php' Remote File Inclusion,80
9569,phpBB,3, addon prime_quick_style GetAdmin,80
9570,phpBB,3,EDIT 0.1.4 ,80
9571,Joomla! Component com_gameserver ,1, 'id' SQL Injection,80
9572,DataLife Engine ,8.2, dle_config_api Remote File Inclusion,80
9576,Discuz! Plugin JiangHu ,1.1, 'id' SQL Injection,80
9577,Discuz! Plugin JiangHu ,1.1,EDIT 0.1.4 ,80
9578,PHP Live! ,3.3, 'deptid' SQL Injection,80
9582,FreeSchool ,1.1.0 , Multiple Remote File Inclusions,80
9583,PHPope ,1.0.0 , Multiple Remote File Inclusions,80
9588,PHPope ,1.0.0 , 'catid' Blind SQL Injection,80
9590,ZeroBoard ,4.1 pl7 , 'now_connect()' Remote Code Execution,80
9591,ZeroBoard ,4.1 pl7 , 'ticket.php' Arbitrary File Upload,80
9593,ZeroBoard ,4.1 pl7 , 'aid' SQL Injection,80
9599,The Rat CMS Alpha ,2, Arbitrary File Upload,80
9600,OBOphiX ,2.7.0 , 'fonctions_racine.php' Remote File Inclusion,80
9601,OBOphiX ,2.7.0 , SQL Injection,80
9602,Joomla! Component TPDugg ,1.1, Blind SQL Injection,80
9603,Joomla! Component TPDugg ,1.1, 'user_id' SQL Injection,80
9604,Joomla! Component Joomloc ,1, 'id' SQL Injection,80
9605,Agoko CMS ,0.4, Remote Command Execution,80
9609,Agoko CMS ,0.4, SQL Injection,80
9611,PHPNagios ,1.2.0 , 'menu.php' Local File Inclusion,80
9623,Advanced Comment System ,1, Multiple Remote File Inclusions,80
9625,nullam blog ,0.1.2 , Local File Inclusion / File Disclosure / SQL Injection / Cross,80
9629,Graffiti CMS ,1.x , Arbitrary File Upload,80
9630,Graffiti CMS ,1.x , 'action' SQL Injection,80
9631,Graffiti CMS ,1.x , 'download.php?cat_id' SQL Injection,80
9632,Graffiti CMS ,1.x , 'hotel_id' SQL Injection,80
9633,Graffiti CMS ,1.x , 'sitetext_id' SQL Injection,80
9634,Graffiti CMS ,1.x , 'user_id' SQL Injection,80
9635,Graffiti CMS ,1.x , 'admin_news_bot.php' Remote File Inclusion,80
9636,An image Gallery ,1, 'navigation.php' Local Directory Traversal,80
9637,An image Gallery ,1,HTB Manager 0.5 ,80
9639,Image voting ,1, 'index.php?show' SQL Injection,80
9640,gyro ,5, SQL Injection / Cross,80
9647,gyro ,5,IPNMonitor ,80
9648,gyro ,5, Cross,80
9653,Joomla! Component Turtushout ,0.11, 'Name' SQL Injection,80
9654,Joomla! Component Turtushout ,0.11, SQL Injection,80
9656,Aurora CMS ,1.0.2 , 'install.plugin.php' Remote File Inclusion,80
9665,Aurora CMS ,1.0.2 , Blind SQL Injection,80
9669,Bs Counter ,2.5.3 , 'page' SQL Injection,80
9674,Three Pillars Help Desk ,3, Authentication Bypass,80
9681,efront ,3.5.4 , 'database.php?path' Remote File Inclusion,80
9692,iBoutique.MALL ,1.2, 'cat' Blind SQL Injection,80
9693,iBoutique.MALL ,1.2, SQL Injection / Blind SQL Injection,80
9696,AdsDX ,3.05, Authentication Bypass,80
9697,Joomla! Component com_foobla_suggestions (idea_id) ,1.5.11 , SQL Injection,80
9698,Joomla! Component com_foobla_suggestions (idea_id) ,1.5.11 , 'id' Blind SQL Injection,80
9699,Micro CMS ,3.5, SQL Injection / Local File Inclusion,80
9700,SaphpLesson ,4.3, Blind SQL Injection,80
9702,Elite Gaming Ladders ,3.2, 'platform' SQL Injection,80
9703,phpPollScript ,1.3, 'include_class' Remote File Inclusion,80
9706,Joomla! Component com_album ,1.14, Directory Traversal,80
9708,OpenSiteAdmin ,0.9.7b , 'pageHeader.php?path' Remote File Inclusion,80
9710,CF Shopkart ,5.3x , 'itemID' SQL Injection,80
9711,FMyClone ,2.3, Multiple SQL Injections,80
9712,Nephp Publisher Enterprise ,4.5, Authentication Bypass,80
9713,Joomla! Component com_jreservation ,1.5, 'pid' Blind SQL Injection,80
9801,Flatpress ,0.804 < 0.812.1 , Local File Inclusion,80
9812,Flatpress ,0.804 < 0.812.1 , SQL Injection,80
9818,Flatpress ,0.804 < 0.812.1 ,Commerce ,80
9820,Flatpress ,0.804 < 0.812.1 , Blind SQL Injection,80
9821,FSphp ,0.2.1 , Remote File Inclusion,80
9822,Joomla! Component Fastball ,1.1.0 < 1.2 , 'league' SQL Injection,80
9824,Joomla! Component Fastball ,1.1.0 < 1.2 , SQL Injection,80
9825,e,107 0.7.16 , Referer header Cross,80
9826,e,107 0.7.16 , SQL Injection,80
9828,OSSIM ,2.1, SQL Injection / Cross,80
9830,OSSIM ,2.1, SQL Injection,80
9832,OSSIM ,2.1, SQL Injection,80
9833,OSSIM ,2.1, SQL Injection,80
9835,HB CMS ,1.7, SQL Injection,80
9836,BPMusic ,1, Blind SQL Injection,80
9837,BPStudent ,1, Blind SQL Injection,80
9838,BPGames ,1, Blind SQL Injection,80
9839,Achievo ,1.3.4 , Remote File Inclusion,80
9840,Joomla! Component GroupJive ,1.8 B4 , Remote File Inclusion,80
9842,PHP ,5.3.0 , 'pdflib' Arbitrary File Write,80
9847,Portili Personal and Team Wiki ,1.14, Multiple Vulnerabilities (1),80
9849,PunBB Extension Attachment ,1.0.2 , SQL Injection,80
9850,PunBB Extension Attachment ,1.0.2 , SQL Injection,80
9854,TFTgallery .,13, Directory Traversal,80
9855,Geeklog ,1.6.0sr2 , Arbitrary File Upload,80
9863,Achievo ,1.3.4 , Cross,80
9867,Amiro.CMS ,5.4.0.0 , Path Disclosure,80
9875,CubeCart ,4, Session Management Bypass,80
9876,DeDeCMS ,5.1, SQL Injection,80
9880,eNdonesia CMS ,8.4, Local File Inclusion,80
9888,Joomla! Component Ajax Chat ,1, Remote File Inclusion,80
9889,Joomla! Component Book Library ,1, Remote File Inclusion,80
9890,Joomla! Component Book Library ,1,WordPress 2.0 RC2 ,80
9891,Joomla! Component Book Library ,1, SQL Injection,80
9892,Joomla! Component Photo Blog alpha ,3 < alpha 3a , SQL Injection,80
9897,Mongoose Web Server ,2.8, Source Disclosure,80
9903,OpenDocMan ,1.2.5 , Cross,80
9906,Mambo ,4.6.4 , Cache Lite Output Remote File Inclusion (Metasploit),80
9908,BASE ,1.2.4 , 'base_qry_common.php' Remote File Inclusion (Metasploit),80
9911,Cacti ,0.8.6,d ,80
9922,Oscailt CMS ,3.3, Local File Inclusion,80
9926,Joomla! Plugin tinybrowser ,1.5.12 , Arbitrary File Upload / Execution,80
9933,PHP,168 6.0 , Command Execution,80
9939,PHP < ,4.5.0 , Unserialize Overflow (Metasploit),80
9961,phpCMS ,2008, File Disclosure,80
9962,Piwik ,1357 2009,8,80
9964,RunCMS ,2m1 , 'store()' SQL Injection,80
9965,RunCMS ,2ma , 'post.php' SQL Injection,80
9978,TwonkyMedia Server ,4.4.17/5.0.65 , Cross,80
9979,Vivvo CMS ,4.1.5.1 , file Disclosure,80
10002,Vivvo CMS ,4.1.5.1 ,8 CuteNews ,80
10003,Docebo ,3.6.0.3 , Multiple SQL Injections,80
10006,DreamPoll ,3.1, SQL Injection,80
10016,Joomla! Component JForJoomla! Jreservation ,1.5, 'pid' SQL Injection,80
10042,Achievo ,1.3.4 , SQL Injection,80
10043,Achievo ,1.3.4 , SQL Injection,80
10045,Achievo ,1.3.4 , Remote File Inclusion,80
10046,Achievo ,1.3.4 , Remote File Inclusion,80
10049,EZsneezyCal CMS ,95.1,95.2,80
10050,EZRecipeZee CMS ,91, Remote File Inclusion,80
10051,QuickCart ,3.x , Cross,80
10052,QuickCart ,3.x , 'inventory.php' SQL Injection,80
10057,AIOCP ,1.4.001 , Remote File Inclusion,80
10058,AIOCP ,1.4.001 , SQL Injection,80
10064,AIOCP ,1.4.001 , SQL Injection,80
10067,Joomla! Component Soundset ,1, SQL Injection,80
10069,Empire CMS ,47, SQL Injection,80
10082,PBBoard ,2.0.2 , Full Path Disclosure,80
10083,PHP ,5.3, 'preg_match()' Full Path Disclosure,80
10088,WordPress Core ,2.0 < 2.7.1 , 'admin.php' Module Configuration Security Bypass,80
10089,WordPress Core < ,2.8.5 , Unrestricted Arbitrary File Upload / Arbitrary PHP Code Execution,80
10090,WordPress MU ,1.2.2 < 1.3.1 , '/wp,80
10096,OS Commerce ,2.2r2 , Authentication Bypass,80
10097,PHP ,5.2.11/5.3.0 , Multiple Vulnerabilities,80
10101,telepark wiki ,2.4.23 , Multiple Vulnerabilities,80
10105,telepark wiki ,2.4.23 , 'chanpin_info.php' CMS SQL Injection,80
10165,WordPress Plugin Activity Log ,2.3.1 , 'aid' Blind SQL Injection,80
10168,Shoutbox ,1, HTML / Cross,80
10169,Shoutbox ,1, Arbitrary File Download,80
10177,Shoutbox ,1, SQL Injection,80
10178,Joomla! / Mambo Component D,4J eZine 2.1 , Remote File Inclusion,80
10180,Simplog ,0.9.3.2 , Multiple Vulnerabilities,80
10181,Bitrix Site Manager ,4.0.5 , Remote File Inclusion,80
10183,Joomla! ,1.5.12 TinyMCE , Remote Code Execution (via Arbitrary File Upload),80
10189,Betsy CMS versions ,3.5, Local File Inclusion,80
10192,Betsy CMS versions ,3.5, 'cat' SQL Injection,80
10214,Betsy CMS versions ,3.5, 'farbinform_krell' SQL Injection,80
10216,Betsy CMS versions ,3.5,web 1.1b2 ,80
10217,NukeHall ,0.3, Multiple Remote File Inclusions,80
10218,outreach project tool ,1.2.6 , Remote File Inclusion,80
10219,phptraverse ,0.8.0 , Remote File Inclusion,80
10220,pointcomma ,3.8b2 , Remote File Inclusion,80
10222,W,3infotech , Authentication Bypass,80
10224,Quick.Cart ,3.4 / Quick.CMS 2.4 , Cross,80
10227,Quick.Cart ,3.4 / Quick.CMS 2.4 , 'cid' SQL Injection,80
10228,Quick.Cart ,3.4 / Quick.CMS 2.4 ,Cumulus 1.20 ,80
10230,Fake Hit Generator ,2.2, Arbitrary File Upload,80
10231,Radio istek scripti ,2.5, Remote Configuration Disclosure,80
10232,Joomla! Component com_gcalendar ,1.1.2 , 'gcid' SQL Injection,80
10233,Joomla! Component com_gcalendar ,1.1.2 ,2.1.1fix ,80
10234,Cacti ,0.8.7e , Multiple Vulnerabilities,80
10236,Cacti ,0.8.7e , Multiple Arbitrary File Uploads,80
10238,Joomla! Component com_lyftenbloggie ,1.04, SQL Injection,80
10241,Uploaderr ,1.0 File Hosting Script , Arbitrary File Upload,80
10242,PHP < ,5.3.1 , 'MultiPart/form,80
10243,PHP < ,5.3.1 , MultiPart Form,80
10245,phpBazar ,2.1.1fix , 'cid' SQL Injection,80
10246,SweetRice ,0.5.3 , Remote File Inclusion,80
10248,Sugar CRM ,5.5.0.rc2/5.2.0j , Multiple Vulnerabilities,80
10249,AdaptCMS Lite ,1.5, Remote File Inclusion,80
10250,AdaptCMS Lite ,1.5, SQL Injection,80
10252,AdaptCMS Lite ,1.5, SQL Injection,80
10256,AdaptCMS Lite ,1.5,Polls 2.x ,80
10259,Ciamos CMS ,0.9.5 , 'module_path' Remote File Inclusion,80
10260,Ciamos CMS ,0.9.5 , Authentication Bypass,80
10272,Joomla! Component Joaktree ,1, SQL Injection,80
10273,Joomla! Component MojoBlog ,0.15, Multiple Remote File Inclusions,80
10274,Simple Machines Forum (SMF) ,1.1.10/2.0 RC2 , Multiple Vulnerabilities,80
10275,Kide Shoutbox ,0.4.6 , Cross,80
10277,Thatware ,0.5.3 , Multiple Remote File Inclusions,80
10284,Thatware ,0.5.3 ,forum 5.1.32 ,80
10285,Thatware ,0.5.3 , Remote File Inclusion,80
10286,Thatware ,0.5.3 , Multiple Remote File Inclusions,80
10287,MundiMail ,0.8.2 , Remote Code Execution,80
10288,SAPID SHOP ,1.3, Remote File Inclusion,80
10289,Power BB ,1.8.3 , Remote File Inclusions,80
10290,Power BB ,1.8.3 , Multiple Vulnerabilities,80
10291,Joomla! Component ProofReader ,1.0 RC6 , Cross,80
10293,Joomla! Component ProofReader ,1.0 RC6 ,Nuke 8.0 ,80
10294,OSI Codes PHP Live! Support ,3.1, Remote File Inclusion,80
10296,PHP ,5.2.10/5.3.0 , 'ini_restore()' Memory Information Disclosure,80
10297,OSI Codes PHP Live! Support ,3.1, 'prodid' SQL Injection,80
10299,GeN,3 forum 1.3 , SQL Injection,80
10302,427BB ,2.3.2 , SQL Injection,80
10304,Invision Power Board ,2.3.6/3.0.4 , Local File Inclusion / SQL Injection,80
10305,UBBCentral UBB.Threads ,7.5.4 2 , Multiple File Inclusions,80
10306,Achievo ,1.4.2 , Arbitrary File Upload,80
10307,Achievo ,1.4.2 , Persistent Cross,80
10312,Joomla! Component com_joomgallery ,1.5.x , &func Incorrect Flood Filter,80
10314,Joomla! Component com_joomgallery ,1.5.x , SQL Injection,80
10318,Joomla! Component com_joomgallery ,1.5.x , Cross,80
10324,phpShop ,0.8.1 , Multiple Vulnerabilities,80
10325,phpShop ,0.8.1 , Arbitrary File Upload,80
10329,AROUNDMe ,1.1, 'language_path' Remote File Inclusion,80
10330,AROUNDMe ,1.1, SQL Injection,80
10337,AROUNDMe ,1.1, Persistent Cross,80
10341,SiSplet CMS ,2008,1,80
10350,SiSplet CMS ,2008,Commerce Group ,80
10351,MarieCMS ,0.9, Local File Inclusion / Remote File Inclusion / Cross,80
10354,Viscacha ,0.8 Gold , Persistent Cross,80
