id,file,description,date,author,type,platform,port
6939,exploits/php/webapps/6939.txt,YourFreeWorld Forced Matrix Script - SQL Injection,2008-11-01,Hussin X,webapps,php,
6940,exploits/php/webapps/6940.txt,YourFreeWorld Short Url & Url Tracker - SQL Injection,2008-11-01,Hussin X,webapps,php,
6941,exploits/php/webapps/6941.txt,YourFreeWorld Viral Marketing - SQL Injection,2008-11-01,Hussin X,webapps,php,
6942,exploits/php/webapps/6942.txt,YourFreeWorld Scrolling Text Ads - SQL Injection,2008-11-01,Hussin X,webapps,php,
6943,exploits/php/webapps/6943.txt,YourFreeWorld Reminder Service - SQL Injection,2008-11-01,Hussin X,webapps,php,
6944,exploits/php/webapps/6944.txt,YourFreeWorld Classifieds Blaster - SQL Injection,2008-11-01,Hussin X,webapps,php,
6945,exploits/php/webapps/6945.txt,YourFreeWorld Classifieds - 'category' SQL Injection,2008-11-01,Hussin X,webapps,php,
6946,exploits/php/webapps/6946.txt,Downline Goldmine Builder - SQL Injection,2008-11-01,Hussin X,webapps,php,
6947,exploits/php/webapps/6947.txt,Downline Goldmine Category Addon - SQL Injection,2008-11-01,Hussin X,webapps,php,
6948,exploits/php/webapps/6948.txt,YourFreeWorld Classifieds Hosting - SQL Injection,2008-11-01,Hussin X,webapps,php,
6949,exploits/php/webapps/6949.txt,YourFreeWorld URL Rotator - SQL Injection,2008-11-01,Hussin X,webapps,php,
6950,exploits/php/webapps/6950.txt,Downline Goldmine paidversion - SQL Injection,2008-11-02,Hussin X,webapps,php,
6951,exploits/php/webapps/6951.txt,Downline Goldmine newdownlinebuilder - SQL Injection,2008-11-02,Hussin X,webapps,php,
6952,exploits/php/webapps/6952.txt,YourFreeWorld Shopping Cart - Blind SQL Injection,2008-11-02,Hussin X,webapps,php,
6953,exploits/php/webapps/6953.txt,Maran PHP Shop - 'prod.php' SQL Injection,2008-11-02,JosS,webapps,php,
6954,exploits/php/webapps/6954.txt,Maran PHP Shop - 'admin.php' Insecure Cookie Handling,2008-11-02,JosS,webapps,php,
6955,exploits/php/webapps/6955.txt,Joovili 3.1.4 - Insecure Cookie Handling,2008-11-02,ZoRLu,webapps,php,
6956,exploits/php/webapps/6956.txt,Apartment Search Script - Arbitrary File Upload / Cross-Site Scripting,2008-11-02,ZoRLu,webapps,php,
6957,exploits/php/webapps/6957.txt,NetRisk 2.0 - Cross-Site Scripting / SQL Injection,2008-11-02,StAkeR,webapps,php,
6958,exploits/php/webapps/6958.txt,Maran PHP Shop - 'prodshow.php' SQL Injection,2008-11-02,d3v1l,webapps,php,
6960,exploits/php/webapps/6960.txt,1st News - SQL Injection,2008-11-02,TR-ShaRk,webapps,php,
6961,exploits/php/webapps/6961.pl,DZCP (deV!L_z Clanportal) 1.4.9.6 - Blind SQL Injection,2008-11-02,anonymous,webapps,php,
6962,exploits/php/webapps/6962.txt,BosClassifieds - 'cat_id' SQL Injection,2008-11-03,ZoRLu,webapps,php,
6964,exploits/php/webapps/6964.txt,Acc Real Estate 4.0 - Insecure Cookie Handling,2008-11-03,Hakxer,webapps,php,
6965,exploits/php/webapps/6965.txt,Acc Statistics 1.1 - Insecure Cookie Handling,2008-11-03,Hakxer,webapps,php,
6966,exploits/php/webapps/6966.txt,Acc PHP eMail 1.1 - Insecure Cookie Handling,2008-11-03,Hakxer,webapps,php,
6967,exploits/php/webapps/6967.txt,MatPo Link 1.2b - SQL Injection,2008-11-03,ZoRLu,webapps,php,
6968,exploits/php/webapps/6968.txt,Acc Autos 4.0 - Insecure Cookie Handling,2008-11-03,x0r,webapps,php,
6969,exploits/php/webapps/6969.txt,Apoll 0.7b - Authentication Bypass,2008-11-03,ZoRLu,webapps,php,
6971,exploits/php/webapps/6971.txt,MatPo Link 1.2b - Blind SQL Injection / Cross-Site Scripting,2008-11-03,Hakxer,webapps,php,
6972,exploits/php/webapps/6972.txt,pppBlog 0.3.11 - File Disclosure,2008-11-03,JosS,webapps,php,
6973,exploits/php/webapps/6973.txt,TBmnetCMS 1.0 - Local File Inclusion,2008-11-04,d3v1l,webapps,php,
6974,exploits/php/webapps/6974.txt,WEBBDOMAIN WebShop 1.02 - SQL Injection / Cross-Site Scripting,2008-11-04,G4N0K,webapps,php,
6975,exploits/php/webapps/6975.txt,Joomla! Component VirtueMart Google Base 1.1 - Remote File Inclusion,2008-11-04,NoGe,webapps,php,
6976,exploits/php/webapps/6976.txt,Joomla! Component ongumatimesheet20 4b - Remote File Inclusion,2008-11-04,NoGe,webapps,php,
6977,exploits/php/webapps/6977.txt,WEBBDOMAIN Post Card 1.02 - 'catid' SQL Injection,2008-11-04,Hussin X,webapps,php,
6978,exploits/php/webapps/6978.txt,Vibro-CMS - Multiple SQL Injections,2008-11-04,StAkeR,webapps,php,
6979,exploits/php/webapps/6979.txt,nicLOR Puglia Landscape - Local File Inclusion,2008-11-04,StAkeR,webapps,php,
6980,exploits/php/webapps/6980.txt,Joomla! Component ProDesk 1.0/1.2 - Local File Inclusion,2008-11-04,d3v1l,webapps,php,
6981,exploits/php/webapps/6981.txt,Vibro-School-CMS - 'nID' SQL Injection,2008-11-04,Cyber-Zone,webapps,php,
6982,exploits/php/webapps/6982.txt,CMS-School 2005 - 'showarticle.php' SQL Injection,2008-11-04,Cyber-Zone,webapps,php,
6983,exploits/php/webapps/6983.txt,WEBBDOMAIN Petition 1.02/2.0/3.0 - Authentication Bypass,2008-11-04,Hakxer,webapps,php,
6984,exploits/php/webapps/6984.txt,WEBBDOMAIN Polls 1.01 - Authentication Bypass,2008-11-04,Hakxer,webapps,php,
6985,exploits/php/webapps/6985.txt,WEBBDOMAIN Quiz 1.02 - Authentication Bypass,2008-11-04,Hakxer,webapps,php,
6986,exploits/php/webapps/6986.txt,WEBBDOMAIN Webshop 1.02 - Authentication Bypass,2008-11-04,Hakxer,webapps,php,
6987,exploits/php/webapps/6987.txt,Simple Document Management System 1.1.4 - Authentication Bypass,2008-11-04,Yuri,webapps,php,
6988,exploits/php/webapps/6988.txt,Tours Manager 1.0 - SQL Injection,2008-11-04,G4N0K,webapps,php,
6989,exploits/php/webapps/6989.txt,WEBBDOMAIN Post Card 1.02 - Authentication Bypass,2008-11-04,x0r,webapps,php,
6990,exploits/php/webapps/6990.txt,nicLOR Sito - includefile Local File Inclusion,2008-11-04,StAkeR,webapps,php,
6991,exploits/php/webapps/6991.txt,TR News 2.1 - 'login.php' Remote Authentication Bypass,2008-11-04,StAkeR,webapps,php,
6992,exploits/php/webapps/6992.txt,wotw 5.0 - Local/Remote File Inclusion,2008-11-04,dun,webapps,php,
6993,exploits/php/webapps/6993.php,Simple Machines Forum (SMF) 1.1.6 - Code Execution,2008-11-04,Charles Fol,webapps,php,
6995,exploits/php/webapps/6995.txt,phpBB Mod Small ShoutBox 1.4 - Remote Edit/Delete Messages,2008-11-05,StAkeR,webapps,php,
6996,exploits/php/webapps/6996.php,PHPX 3.5.16 - 'news_id' SQL Injection,2008-11-05,StAkeR,webapps,php,
6997,exploits/php/webapps/6997.txt,Pre Podcast Portal - SQL Injection,2008-11-05,G4N0K,webapps,php,
6998,exploits/php/webapps/6998.txt,Pre Shopping Mall - Insecure Cookie Handling,2008-11-05,G4N0K,webapps,php,
6999,exploits/php/webapps/6999.txt,PreProject Multi-Vendor Shopping Malls - Multiple Vulnerabilities,2008-11-05,G4N0K,webapps,php,
7000,exploits/php/webapps/7000.txt,Pre Classified Listings - Insecure Cookie Handling,2008-11-05,G4N0K,webapps,php,
7001,exploits/php/webapps/7001.txt,DFLabs PTK 1.0 - Local Command Execution,2008-11-05,ikki,webapps,php,
7002,exploits/php/webapps/7002.txt,Joomla! Component Dada Mail Manager 2.6 - Remote File Inclusion,2008-11-05,NoGe,webapps,php,
7003,exploits/php/webapps/7003.txt,PHP Auto Listings - 'pg' SQL Injection,2008-11-05,G4N0K,webapps,php,
7004,exploits/php/webapps/7004.txt,Pre Simple CMS - Authentication Bypass,2008-11-05,Hussin X,webapps,php,
7005,exploits/php/webapps/7005.txt,PHP JOBWEBSITE PRO - Authentication Bypass,2008-11-05,Cyber-Zone,webapps,php,
7007,exploits/php/webapps/7007.txt,Harlandscripts drinks - 'recid' SQL Injection,2008-11-05,Ex Tacy,webapps,php,
7008,exploits/php/webapps/7008.txt,Pre Real Estate Listings - Authentication Bypass,2008-11-05,Cyber-Zone,webapps,php,
7009,exploits/php/webapps/7009.txt,Mole Group Airline Ticket Script - SQL Injection,2008-11-05,InjEctOr5,webapps,php,
7010,exploits/php/webapps/7010.txt,Mole Group Taxi Calc Dist Script - Authentication Bypass,2008-11-05,InjEctOr5,webapps,php,
7011,exploits/php/webapps/7011.pl,Simple Machines Forum (SMF) 1.1.6 - Local File Inclusion / Code Execution,2008-11-05,~elmysterio,webapps,php,
7012,exploits/php/webapps/7012.txt,hMAilServer 4.4.2 - 'PHPWebAdmin' File Inclusion,2008-11-06,Nine:Situations:Group,webapps,php,
7013,exploits/php/webapps/7013.txt,DevelopItEasy Events Calendar 1.2 - Multiple SQL Injections,2008-11-06,InjEctOr5,webapps,php,
7014,exploits/php/webapps/7014.txt,DevelopItEasy News And Article System 1.4 - SQL Injection,2008-11-06,InjEctOr5,webapps,php,
7015,exploits/php/webapps/7015.txt,DevelopItEasy Membership System 1.3 - Authentication Bypass,2008-11-06,InjEctOr5,webapps,php,
7016,exploits/php/webapps/7016.txt,DevelopItEasy Photo Gallery 1.2 - SQL Injection,2008-11-06,InjEctOr5,webapps,php,
7017,exploits/php/webapps/7017.txt,Pre ADS Portal 2.0 - Authentication Bypass / Cross-Site Scripting,2008-11-06,G4N0K,webapps,php,
7018,exploits/php/webapps/7018.txt,NICE FAQ Script - Authentication Bypass,2008-11-06,r45c4l,webapps,php,
7019,exploits/php/webapps/7019.txt,Arab Portal 2.1 (Windows) - Remote File Disclosure,2008-11-06,Khashayar Fereidani,webapps,php,
7020,exploits/php/webapps/7020.txt,MySQL Quick Admin 1.5.5 - Local File Inclusion,2008-11-06,Vinod Sharma,webapps,php,
7021,exploits/php/webapps/7021.txt,SoftComplex PHP Image Gallery 1.0 - Authentication Bypass,2008-11-06,Cyber-Zone,webapps,php,
7022,exploits/php/webapps/7022.txt,LoveCMS 1.6.2 Final - Arbitrary File Delete,2008-11-06,cOndemned,webapps,php,
7023,exploits/php/webapps/7023.txt,DELTAScripts PHP Classifieds 7.5 - Authentication Bypass,2008-11-06,ZoRLu,webapps,php,
7024,exploits/php/webapps/7024.txt,DELTAScripts PHP Links 1.3 - Authentication Bypass,2008-11-06,ZoRLu,webapps,php,
7025,exploits/php/webapps/7025.txt,DELTAScripts PHP Shop 1.0 - Authentication Bypass,2008-11-06,ZoRLu,webapps,php,
7026,exploits/php/webapps/7026.txt,SoftComplex PHP Image Gallery - 'ctg' SQL Injection,2008-11-06,Hussin X,webapps,php,
7027,exploits/php/webapps/7027.txt,Prozilla Software Directory - Cross-Site Scripting / SQL Injection,2008-11-06,G4N0K,webapps,php,
7028,exploits/php/webapps/7028.txt,TurnkeyForms Entertainment Portal 2.0 - Insecure Cookie Handling,2008-11-07,G4N0K,webapps,php,
7029,exploits/php/webapps/7029.txt,TurnkeyForms Business Survey Pro 1.0 - 'id' SQL Injection,2008-11-07,G4N0K,webapps,php,
7030,exploits/php/webapps/7030.txt,Mole Group Pizza - 'manufacturers_id' SQL Injection,2008-11-07,InjEctOr5,webapps,php,
7031,exploits/php/webapps/7031.php,e-Vision CMS 2.0.2 - Multiple Local File Inclusions,2008-11-07,StAkeR,webapps,php,
7032,exploits/php/webapps/7032.txt,U&M Software Signup 1.1 - Authentication Bypass,2008-11-07,G4N0K,webapps,php,
7033,exploits/php/webapps/7033.txt,U&M Software JustBookIt 1.0 - Authentication Bypass,2008-11-07,G4N0K,webapps,php,
7034,exploits/php/webapps/7034.txt,U&M Software Event Lister 1.0 - Authentication Bypass,2008-11-07,G4N0K,webapps,php,
7035,exploits/php/webapps/7035.txt,TurnkeyForms Local Classifieds - Cross-Site Scripting / SQL Injection,2008-11-07,TR-ShaRk,webapps,php,
7038,exploits/php/webapps/7038.txt,Joomla! Component ClickHeat 1.0.1 - Multiple Remote File Inclusions,2008-11-07,NoGe,webapps,php,
7039,exploits/php/webapps/7039.txt,Joomla! Component Recly!Competitions 1.0.0 - Multiple Remote File Inclusions,2008-11-07,NoGe,webapps,php,
7040,exploits/php/webapps/7040.txt,Joomla! Component Feederator 1.0.5 - Multiple Remote File Inclusions,2008-11-07,NoGe,webapps,php,
7041,exploits/php/webapps/7041.txt,E-topbiz Online Store 1 - Authentication Bypass,2008-11-07,ZoRLu,webapps,php,
7042,exploits/php/webapps/7042.txt,PHP Auto Listings Script - Authentication Bypass,2008-11-07,r45c4l,webapps,php,
7043,exploits/php/webapps/7043.txt,Mole Group Rental Script - Authentication Bypass,2008-11-07,Cyber-Zone,webapps,php,
7044,exploits/php/webapps/7044.txt,MyioSoft Ajax Portal 3.0 - Authentication Bypass,2008-11-07,ZoRLu,webapps,php,
7045,exploits/php/webapps/7045.txt,MyioSoft EasyBookMarker 4.0 - Authentication Bypass,2008-11-07,ZoRLu,webapps,php,
7046,exploits/php/webapps/7046.txt,MyioSoft EasyCalendar - Authentication Bypass,2008-11-07,ZoRLu,webapps,php,
7047,exploits/php/webapps/7047.txt,DELTAScripts PHP Classifieds 7.5 - SQL Injection,2008-11-07,ZoRLu,webapps,php,
7048,exploits/php/webapps/7048.txt,E-topbiz Online Store 1 - 'cat_id' SQL Injection,2008-11-07,Stack,webapps,php,
7049,exploits/php/webapps/7049.txt,Mini Web Calendar 1.2 - File Disclosure / Cross-Site Scripting,2008-11-07,ahmadbady,webapps,php,
7050,exploits/php/webapps/7050.txt,E-topbiz Number Links 1 - 'id' SQL Injection,2008-11-07,Hussin X,webapps,php,
7052,exploits/php/webapps/7052.txt,Domain Seller Pro 1.5 - 'id' SQL Injection,2008-11-07,TR-ShaRk,webapps,php,
7053,exploits/php/webapps/7053.txt,Myiosoft EasyBookMarker 4 - 'Parent' SQL Injection,2008-11-07,G4N0K,webapps,php,
7057,exploits/php/webapps/7057.pl,MemHT Portal 4.0 - Remote Code Execution,2008-11-08,Ams,webapps,php,
7058,exploits/php/webapps/7058.txt,zeeproperty 1.0 - Arbitrary File Upload / Cross-Site Scripting,2008-11-08,ZoRLu,webapps,php,
7059,exploits/php/webapps/7059.txt,Enthusiast 3.1.4 - 'show_joined.php' Remote File Inclusion,2008-11-08,BugReport.IR,webapps,php,
7061,exploits/php/webapps/7061.txt,V3 Chat Profiles/Dating Script 3.0.2 - Authentication Bypass,2008-11-08,d3b4g,webapps,php,
7062,exploits/php/webapps/7062.txt,Zeeways ZeeJobsite 2.0 - Arbitrary File Upload,2008-11-08,ZoRLu,webapps,php,
7063,exploits/php/webapps/7063.txt,V3 Chat Profiles/Dating Script 3.0.2 - Insecure Cookie Handling,2008-11-08,Stack,webapps,php,
7064,exploits/php/webapps/7064.pl,Mambo Component n-form - 'form_id' Blind SQL Injection,2008-11-08,boom3rang,webapps,php,
7065,exploits/php/webapps/7065.txt,Cyberfolio 7.12.2 - 'theme' Local File Inclusion,2008-11-08,dun,webapps,php,
7066,exploits/php/webapps/7066.txt,Zeeways Shaadi Clone 2.0 - Authentication Bypass (1),2008-11-08,G4N0K,webapps,php,
7068,exploits/php/webapps/7068.txt,Mole Group Airline Ticket Script - Authentication Bypass,2008-11-08,Cyber-Zone,webapps,php,
7069,exploits/php/webapps/7069.txt,V3 Chat Live Support 3.0.4 - Insecure Cookie Handling,2008-11-08,Cyber-Zone,webapps,php,
7070,exploits/php/webapps/7070.txt,Zeeways PHOTOVIDEOTUBE 1.1 - Authentication Bypass,2008-11-08,Stack,webapps,php,
7071,exploits/php/webapps/7071.txt,ExoPHPDesk 1.2 Final - Authentication Bypass,2008-11-09,Cyber-Zone,webapps,php,
7072,exploits/php/webapps/7072.txt,ZEEMATRI 3.0 - 'adid' SQL Injection,2008-11-09,Hussin X,webapps,php,
7074,exploits/php/webapps/7074.txt,X10media Mp3 Search Engine 1.6 - Remote File Disclosure,2008-11-09,THUNDER,webapps,php,
7076,exploits/php/webapps/7076.txt,Collabtive 0.4.8 - Cross-Site Scripting / Authentication Bypass / Arbitrary File Upload,2008-11-10,USH,webapps,php,
7077,exploits/php/webapps/7077.txt,OTManager CMS 2.4 - 'Tipo' Remote File Inclusion,2008-11-10,Colt7r,webapps,php,
7078,exploits/php/webapps/7078.txt,Joomla! Component JooBlog 0.1.1 - 'PostID' SQL Injection,2008-11-10,boom3rang,webapps,php,
7079,exploits/php/webapps/7079.txt,FREEsimplePHPGuestbook - 'Guestbook.php' Remote Code Execution,2008-11-10,GoLd_M,webapps,php,
7080,exploits/php/webapps/7080.txt,fresh email script 1.0 - Multiple Vulnerabilities,2008-11-10,Don,webapps,php,
7081,exploits/php/webapps/7081.txt,AJ Article 1.0 - Remote Authentication Bypass,2008-11-10,G4N0K,webapps,php,
7082,exploits/php/webapps/7082.txt,PHPStore Car Dealers - Arbitrary File Upload,2008-11-10,ZoRLu,webapps,php,
7083,exploits/php/webapps/7083.txt,PHPStore PHP Job Search Script - Arbitrary File Upload,2008-11-10,ZoRLu,webapps,php,
7084,exploits/php/webapps/7084.txt,PHPStore Complete Classifieds Script - Arbitrary File Upload,2008-11-10,ZoRLu,webapps,php,
7085,exploits/php/webapps/7085.txt,PHPStore Real Estate - Arbitrary File Upload,2008-11-10,ZoRLu,webapps,php,
7086,exploits/php/webapps/7086.txt,AJSquare Free Polling Script - 'DB' Multiple Vulnerabilities,2008-11-10,G4N0K,webapps,php,
7087,exploits/php/webapps/7087.txt,AJ Auction - Authentication Bypass,2008-11-10,G4N0K,webapps,php,
7089,exploits/php/webapps/7089.txt,Aj Classifieds - Authentication Bypass,2008-11-11,G4N0K,webapps,php,
7092,exploits/php/webapps/7092.txt,Joomla! Component com_books - 'book_id' SQL Injection,2008-11-11,boom3rang,webapps,php,
7093,exploits/php/webapps/7093.txt,Joomla! Component Contact Info 1.0 - SQL Injection,2008-11-11,boom3rang,webapps,php,
7094,exploits/php/webapps/7094.txt,Pre Real Estate Listings - Arbitrary File Upload,2008-11-11,BackDoor,webapps,php,
7095,exploits/php/webapps/7095.txt,Joomla! / Mambo Component com_catalogproduction - 'id' SQL Injection,2008-11-11,boom3rang,webapps,php,
7096,exploits/php/webapps/7096.txt,Joomla! Component Simple RSS Reader 1.0 - Remote File Inclusion,2008-11-11,NoGe,webapps,php,
7097,exploits/php/webapps/7097.txt,Joomla! Component com_marketplace 1.2.1 - 'catid' SQL Injection,2008-11-11,TR-ShaRk,webapps,php,
7098,exploits/php/webapps/7098.txt,PozScripts Business Directory Script - 'cid' SQL Injection,2008-11-11,Hussin X,webapps,php,
7101,exploits/php/webapps/7101.txt,Alstrasoft SendIt Pro - Arbitrary File Upload,2008-11-12,ZoRLu,webapps,php,
7102,exploits/php/webapps/7102.txt,Alstrasoft Article Manager Pro 1.6 - Authentication Bypass,2008-11-12,ZoRLu,webapps,php,
7103,exploits/php/webapps/7103.txt,Alstrasoft Web Host Directory - Authentication Bypass,2008-11-12,ZoRLu,webapps,php,
7105,exploits/php/webapps/7105.txt,Quick Poll Script - 'id' SQL Injection,2008-11-12,Hussin X,webapps,php,
7106,exploits/php/webapps/7106.txt,TurnkeyForms Local Classifieds - Authentication Bypass,2008-11-12,G4N0K,webapps,php,
7107,exploits/php/webapps/7107.txt,TurnkeyForms Web Hosting Directory - Multiple Vulnerabilities,2008-11-12,G4N0K,webapps,php,
7110,exploits/php/webapps/7110.txt,ScriptsFeed (SF) Real Estate Classifieds Software - Arbitrary File Upload,2008-11-13,ZoRLu,webapps,php,
7111,exploits/php/webapps/7111.txt,ScriptsFeed (SF) Auto Classifieds Software - Arbitrary File Upload,2008-11-13,ZoRLu,webapps,php,
7112,exploits/php/webapps/7112.txt,ScriptsFeed (SF) Recipes Listing Portal - Arbitrary File Upload,2008-11-13,ZoRLu,webapps,php,
7113,exploits/php/webapps/7113.txt,BandSite CMS 1.1.4 - Insecure Cookie Handling,2008-11-13,Stack,webapps,php,
7114,exploits/php/webapps/7114.txt,MemHT Portal 4.0.1 - SQL Injection / Code Execution,2008-11-13,Ams,webapps,php,
7116,exploits/php/webapps/7116.txt,Alstrasoft Web Host Directory 1.2 - Multiple Vulnerabilities,2008-11-14,G4N0K,webapps,php,
7117,exploits/php/webapps/7117.txt,GS Real Estate Portal US/International Module - Multiple Vulnerabilities,2008-11-14,ZoRLu,webapps,php,
7118,exploits/php/webapps/7118.txt,TurnkeyForms - Text Link Sales Authentication Bypass,2008-11-14,G4N0K,webapps,php,
7119,exploits/php/webapps/7119.php,Discuz! 6.x/7.x - Remote Code Execution,2008-11-14,80vul,webapps,php,
7121,exploits/php/webapps/7121.pl,SlimCMS 1.0.0 - 'edit.php' SQL Injection,2008-11-14,StAkeR,webapps,php,
7122,exploits/php/webapps/7122.txt,GS Real Estate Portal - Multiple SQL Injections,2008-11-14,InjEctOr5,webapps,php,
7123,exploits/php/webapps/7123.txt,X7 Chat 2.0.5 - Authentication Bypass,2008-11-14,ZoRLu,webapps,php,
7124,exploits/php/webapps/7124.txt,TurnkeyForms Text Link Sales - 'id' Cross-Site Scripting / SQL Injection,2008-11-14,ZoRLu,webapps,php,
7128,exploits/php/webapps/7128.txt,ClipShare Pro 2006-2007 - 'chid' SQL Injection,2008-11-15,snakespc,webapps,php,
7130,exploits/php/webapps/7130.php,Minigal b13 - Remote File Disclosure,2008-11-15,Alfons Luja,webapps,php,
7131,exploits/php/webapps/7131.txt,yahoo answers - 'id' SQL Injection,2008-11-16,snakespc,webapps,php,
7133,exploits/php/webapps/7133.txt,FloSites Blog - Multiple SQL Injections,2008-11-16,Vrs-hCk,webapps,php,
7134,exploits/php/webapps/7134.txt,PHPstore Wholesale - 'id' SQL Injection,2008-11-16,Hussin X,webapps,php,
7136,exploits/php/webapps/7136.txt,mxCamArchive 2.2 - Bypass Configuration Download,2008-11-17,ahmadbady,webapps,php,
7138,exploits/php/webapps/7138.txt,E-topbiz ADManager 4 - 'group' Blind SQL Injection,2008-11-17,Hussin X,webapps,php,
7140,exploits/php/webapps/7140.txt,FREEze Greetings 1.0 - Remote Password Retrieve,2008-11-17,cOndemned,webapps,php,
7143,exploits/php/webapps/7143.txt,PHPfan 3.3.4 - 'init.php' Remote File Inclusion,2008-11-17,ahmadbady,webapps,php,
7144,exploits/php/webapps/7144.txt,Jadu Galaxies - 'categoryId' Blind SQL Injection,2008-11-17,ZoRLu,webapps,php,
7146,exploits/php/webapps/7146.txt,Simple Customer 1.2 - Authentication Bypass,2008-11-17,d3b4g,webapps,php,
7147,exploits/php/webapps/7147.txt,SaturnCMS - Blind SQL Injection,2008-11-17,Hussin X,webapps,php,
7148,exploits/php/webapps/7148.txt,Ultrastats 0.2.144/0.3.11 - 'serverid' SQL Injection,2008-11-17,eek,webapps,php,
7149,exploits/php/webapps/7149.php,VideoScript 4.0.1.50 - Change Admin Password,2008-11-17,G4N0K,webapps,php,
7152,exploits/php/webapps/7152.txt,MusicBox 2.3.8 - 'viewalbums.php' SQL Injection,2008-11-18,snakespc,webapps,php,
7153,exploits/php/webapps/7153.txt,Pluck CMS 4.5.3 - 'g_pcltar_lib_dir' Local File Inclusion,2008-11-18,DSecRG,webapps,php,
7155,exploits/php/webapps/7155.txt,Free Directory Script 1.1.1 - 'API_HOME_DIR' Remote File Inclusion,2008-11-18,Ghost Hacker,webapps,php,
7156,exploits/php/webapps/7156.txt,E-topbiz Link Back Checker 1 - Insecure Cookie Handling,2008-11-18,x0r,webapps,php,
7157,exploits/php/webapps/7157.txt,Alex News-Engine 1.5.1 - Arbitrary File Upload,2008-11-19,Batter,webapps,php,
7158,exploits/php/webapps/7158.txt,Alex Article-Engine 1.3.0 - 'FCKeditor' Arbitrary File Upload,2008-11-19,Batter,webapps,php,
7159,exploits/php/webapps/7159.php,PunBB (Private Messaging System 1.2.x) - Multiple Local File Inclusions,2008-11-19,StAkeR,webapps,php,
7160,exploits/php/webapps/7160.php,MyTopix 1.3.0 - SQL Injection,2008-11-19,cOndemned,webapps,php,
7162,exploits/php/webapps/7162.pl,MauryCMS 0.53.2 - Arbitrary File Upload,2008-11-19,StAkeR,webapps,php,
7163,exploits/php/webapps/7163.txt,RevSense 1.0 - Authentication Bypass,2008-11-19,d3b4g,webapps,php,
7164,exploits/php/webapps/7164.txt,Pre Job Board - Authentication Bypass,2008-11-19,R3d-D3V!L,webapps,php,
7165,exploits/php/webapps/7165.pl,wPortfolio 0.3 - Arbitrary File Upload,2008-11-19,Osirys,webapps,php,
7166,exploits/php/webapps/7166.txt,AskPert - Authentication Bypass,2008-11-19,TR-ShaRk,webapps,php,
7168,exploits/php/webapps/7168.pl,PunBB Mod PunPortal 0.1 - Local File Inclusion,2008-11-20,StAkeR,webapps,php,
7170,exploits/php/webapps/7170.php,wPortfolio 0.3 - Admin Password Changing,2008-11-20,G4N0K,webapps,php,
7172,exploits/php/webapps/7172.txt,Natterchat 1.1 - Authentication Bypass,2008-11-20,Bl@ckbe@rD,webapps,php,
7173,exploits/php/webapps/7173.php,PHP-Fusion 7.00.1 - 'messages.php' SQL Injection,2008-11-20,irk4z,webapps,php,
7174,exploits/php/webapps/7174.txt,vBulletin 3.7.3 - Visitor Message Cross-Site Request Forgery / Worm,2008-11-20,Mx,webapps,php,
7175,exploits/php/webapps/7175.txt,Natterchat 1.12 - Authentication Bypass,2008-11-20,Stack,webapps,php,
7176,exploits/php/webapps/7176.txt,ToursManager - 'tourview.php' Blind SQL Injection,2008-11-20,XaDoS,webapps,php,
7179,exploits/php/webapps/7179.txt,Natterchat 1.1 - Remote Authentication Bypass,2008-11-20,Stack,webapps,php,
7180,exploits/php/webapps/7180.txt,VCalendar - Remote Database Disclosure,2008-11-20,Swan,webapps,php,
7182,exploits/php/webapps/7182.txt,Joomla! Component Thyme 1.0 - SQL Injection,2008-11-21,Ded MustD!e,webapps,php,
7184,exploits/php/webapps/7184.txt,e107 Plugin ZoGo-Shop 1.15.4 - 'product' SQL Injection,2008-11-22,NoGe,webapps,php,
7185,exploits/php/webapps/7185.php,Discuz! - Remote Reset User Password,2008-11-22,80vul,webapps,php,
7186,exploits/php/webapps/7186.txt,Vlog System 1.1 - SQL Injection,2008-11-22,Mr.SQL,webapps,php,
7188,exploits/php/webapps/7188.txt,getaphpsite Real Estate - Arbitrary File Upload,2008-11-22,ZoRLu,webapps,php,
7189,exploits/php/webapps/7189.txt,getaphpsite Auto Dealers - Arbitrary File Upload,2008-11-22,ZoRLu,webapps,php,
7190,exploits/php/webapps/7190.txt,Ez Ringtone Manager - Multiple Remote File Disclosure Vulnerabilities,2008-11-22,b3hz4d,webapps,php,
7191,exploits/php/webapps/7191.php,LoveCMS 1.6.2 Final (Simple Forum 3.1d) - Change Admin Password,2008-11-22,cOndemned,webapps,php,
7195,exploits/php/webapps/7195.txt,Prozilla Hosting Index - 'id' SQL Injection,2008-11-23,snakespc,webapps,php,
7197,exploits/php/webapps/7197.txt,Goople CMS 1.7 - Arbitrary File Upload,2008-11-23,x0r,webapps,php,
7198,exploits/php/webapps/7198.txt,Netartmedia Cars Portal 2.0 - SQL Injection,2008-11-23,snakespc,webapps,php,
7199,exploits/php/webapps/7199.txt,Netartmedia Blog System - SQL Injection,2008-11-23,snakespc,webapps,php,
7200,exploits/php/webapps/7200.txt,PG Real Estate - Authentication Bypass,2008-11-23,ZoRLu,webapps,php,
7201,exploits/php/webapps/7201.txt,Pilot Group PG Roommate Finder Solution - Authentication Bypass,2008-11-23,ZoRLu,webapps,php,
7202,exploits/php/webapps/7202.txt,PG Job Site - Blind SQL Injection,2008-11-23,ZoRLu,webapps,php,
