,id,device,version,description
1424,3545,Lms ,1.89, Vala Remote File Inclusion
1425,3548,RoseOnlineCMS ,3, 'op' Local File Inclusion
1426,3552,Philex ,0.23, Remote File Inclusion / File Disclosure
1427,3557,Joomla! / Mambo Component SWmenu ,4, Remote File Inclusion
1428,3560,Joomla! Component Joomlaboard ,1.11, 'sbp' Remote File Inclusion
1429,3562,Joomla! Component Joomlaboard ,1.11,Side.net CMS 
1430,3563,ttCMS ,4, 'ez_sql.php?lib_path' Remote File Inclusion
1431,3564,Joomla! Component Car Manager ,1.1, SQL Injection
1432,3565,Joomla! Component RWCards ,2.43, SQL Injection
1433,3567,Mambo Module Flatmenu ,1.07, Remote File Inclusion
1434,3568,Free Image Hosting ,2, 'AD_BODY_TEMP' Remote File Inclusion
1435,3569,PBlang ,4.66, Remote Create Admin
1436,3574,PBlang ,4.66, Remote Code Execution
1437,3580,IceBB ,1,rc5 
1438,3581,IceBB ,1,rc5 
1439,3582,IceBB ,1,Nuke Module AddressBook 1.2 
1440,3583,IceBB ,1,Arbre 0.6PR7 
1441,3588,XOOPS module Articles ,1.02, 'print.php?id' SQL Injection
1442,3590,Joomla! Component D,4, Blind SQL Injection
1443,3591,Joomla! Component D,4,Nuke Module Eve
1444,3592,Web Content System ,2.71, Remote File Inclusion
1445,3594,XOOPS module Articles ,1.03, 'index.php?cat_id' SQL Injection
1446,3596,iPhotoAlbum ,1.1, 'header.php' Remote File Inclusion
1447,3597,XOOPS Module Friendfinder ,3.3, 'view.php?id' SQL Injection
1448,3598,MangoBery CMS ,0.55, 'quotes.php' Remote File Inclusion
1449,3599,CodeBB ,1.0, 'phpbb_root_path' Remote File Inclusion
1450,3600,CodeBB ,1.0,Assistant 6.2 
1451,3601,sBLOG ,0.73, '/inc/lang.php' Local File Inclusion
1452,3603,XOOPS Module MyAds Bug Fix ,2.04, 'index.php' SQL Injection
1453,3605,XOOPS Module MyAds Bug Fix ,2.04,Engine 1.2.0 
1454,3607,XOOPS Module MyAds Bug Fix ,2.04, 'install_root' Multiple Remote File Inclusions
1455,3608,Advanced Login ,0.7, 'root' Remote File Inclusion
1456,3611,JC URLShrink ,1.31, Remote Code Execution
1457,3612,JC URLShrink ,1.31, 'viewcat.php' SQL Injection
1458,3613,phpBB MOD Forum picture and META tags ,1.7, Remote File Inclusion
1459,3614,JSBoard ,2.01, 'login.php?table' Local File Inclusion
1460,3618,XOOPS Module Lykos Reviews ,1, 'index.php' SQL Injection
1461,3619,XOOPS Module Lykos Reviews ,1, 'viewcat.php' SQL Injection
1462,3620,XOOPS Module Lykos Reviews ,1, 'viewcat.php' SQL Injection
1463,3621,XOOPS Module Lykos Reviews ,1, 'viewcat.php' SQL Injection
1464,3622,WinMail Server ,4.4, 'WebMail' Remote Add Super User
1465,3623,XOOPS Module eCal ,2.24, 'display.php' SQL Injection
1466,3624,XOOPS Module eCal ,2.24,sondage 1.12 
1467,3625,XOOPS Module Tiny Event ,1.01, 'id' SQL Injection
1468,3626,XOOPS Module Kshop ,1.17, 'id' SQL Injection
1469,3628,CWB PRO ,1.5, 'INCLUDE_PATH' Remote File Inclusion
1470,3629,XOOPS Module Camportail ,1.1, 'camid' SQL Injection
1471,3630,XOOPS Module debaser ,0.92, 'genre.php' Blind SQL Injection
1472,3631,FlexPHPNews ,0.05, 'newsid' SQL Injection
1473,3632,FlexPHPNews ,0.05,P 2.0 
1474,3633,XOOPS Module RM+Soft Gallery ,1, Blind SQL Injection
1475,3638,MapLab MS,4, Remote File Inclusion
1476,3639,MapLab MS,4,Fusion Module topliste 1.0 
1477,3640,MapLab MS,4,Fusion Module Arcade 1.0 
1478,3641,Really Simple PHP and Ajax (RSPA) ,2007,3
1479,3644,Really Simple PHP and Ajax (RSPA) ,2007,Section 1.01 
1480,3645,XOOPS Module XFsection ,1.07, 'articleId' Blind SQL Injection
1481,3646,XOOPS Module Zmagazine ,1, 'print.php' SQL Injection
1482,3653,MyBulletinBoard (MyBB) ,1.23, Remote Code Execution
1483,3655,XOOPS Module PopnupBlog ,2.52, 'postid' Blind SQL Injection
1484,3656,WordPress Core ,2.12, 'xmlrpc' SQL Injection
1485,3657,MySpeach ,3.07, Local/Remote File Inclusion
1486,3658,phpMyNewsletter ,0.61, 'customize.php' Remote File Inclusion
1487,3659,AROUNDMe ,0.77, Multiple Remote File Inclusions
1488,3660,CyBoards PHP Lite ,1.21, 'script_path' Remote File Inclusion
1489,3663,CyBoards PHP Lite ,1.21,Snippets 1.02 (c) 
1490,3665,Mutant ,0.92, 'mutant_functions.php' Remote File Inclusion
1491,3666,XOOPS Module Rha,7, 'visit.php' SQL Injection
1492,3667,Sisplet CMS ,5.1, 'site_path' Remote File Inclusion
1493,3668,Sisplet CMS ,5.1, 'site_path' Remote File Inclusion
1494,3669,Sisplet CMS ,5.1,Generics 1.0.0 Beta 
1495,3670,Sisplet CMS ,5.1,Links 1.03 
1496,3671,phpMyNewsletter ,0.8, Multiple Vulnerabilities
1497,3672,XOOPS Module Jobs ,2.4, 'cid' SQL Injection
1498,3673,WebSPELL ,4.0102, 'picture.php' File Disclosure
1499,3676,Beryo ,2, 'downloadpic.php?chemin' Remote File Disclosure
1500,3677,cattaDoc ,2.21, 'download2.php?fn1' Remote File Disclosure
1501,3678,SmodBIP ,1.06, aktualnosci zoom SQL Injection
1502,3679,SmodCMS ,2.1, Slownik ssid SQL Injection
1503,3681,Scorp Book ,1, 'smilies.php?config' Remote File Inclusion
1504,3683,Scorp Book ,1,Nuke Module eBoard 1.0.7 
1505,3685,Scorp Book ,1, Remote File Inclusion
1506,3686,WitShare ,0.9, 'index.php?menu' Local File Inclusion
1507,3687,ScarNews ,1.21, 'sn_admin_dir' Local File Inclusion
1508,3689,ScarNews ,1.21,Guestbook 3.0 
1509,3691,Battle.net Clan Script for PHP ,1.51, SQL Injection
1510,3694,PHP,121, Local File Inclusion
1511,3696,Pathos CMS ,0.92,2
1512,3697,HIOX GUEST BOOK (HGB) ,4, Remote Code Execution
1513,3699,PHPGalleryScript ,1, 'init.gallery.php?include_class' Remote File Inclusion
1514,3700,Weatimages ,1.71, ini[langpack] Remote File Inclusion
1515,3701,Weatimages ,1.71,Book 1.0 
1516,3702,InoutMailingListManager ,3.1, Remote Command Execution
1517,3703,Joomla! / Mambo Component Taskhopper ,1.1, Remote File Inclusion
1518,3704,Joomla! / Mambo Component Taskhopper ,1.1,PHP Beta 0.9 
1519,3705,SimpCMS ,4.102, 'site' Remote File Inclusion
1520,3706,Mambo Component zOOm Media Gallery ,2.5, Remote File Inclusion
1521,3707,TOSMO/Mambo ,1.413, 'absolute_path' Remote File Inclusion
1522,3710,PunBB ,1.214, Remote Code Execution
1523,3711,CodeBreak ,1.12, 'codebreak.php' Remote File Inclusion
1524,3712,CodeBreak ,1.12, 'absolute_path' Remote File Inclusion
1525,3713,Mambo Module Calendar (Agenda) ,1.55, Remote File Inclusion
1526,3714,Joomla! Component mosmedia ,1.08, Remote File Inclusion
1527,3716,mxBB Module MX Shotcast ,1.0, 'getinfo1.php' Remote File Inclusion
1528,3717,WebKalk,21.9, 'absolute_path' Remote File Inclusion
1529,3718,RicarGBooK ,1.21, 'lang' Local File Inclusion
1530,3719,MyBulletinBoard (MyBB) ,1.22, 'CLIENT
1531,3721,e,1070.78, 'mailout.php' (Authenticated) Access Escalation
1532,3722,Expow ,0.8, 'autoindex.php?cfg_file' Remote File Inclusion
1533,3723,Request It ,1.0, 'index.php?id' Remote File Inclusion
1534,3725,Chatness ,2.53, '/options.php/save.php' Remote Code Execution
1535,3729,Quick and Dirty Blog (qdblog) ,0.4, SQL Injection / Local File Inclusion
1536,3731,Frogss CMS ,0.7, SQL Injection
1537,3732,Garennes ,0.61, 'repertoire_config' Remote File Inclusion
1538,3733,Pixaria Gallery ,1, 'class.Smarty.php' Remote File Inclusion
1539,3734,Joomla! Component module autostand ,1, Remote File Inclusion
1540,3735,LS Simple Guestbook ,1, Remote Code Execution
1541,3736,Joomla! / Mambo Component New Article ,1.1, Remote File Inclusion
1542,3739,Papoo ,3.02, kontakt menuid SQL Injection
1543,3741,CNStats ,2.9, 'who_r.php?bj' Remote File Inclusion
1544,3742,NMDeluxe ,1.01, 'footer.php?template' Local File Inclusion
1545,3743,Gallery ,1.25, 'GALLERY_BASEDIR' Multiple Remote File Inclusions
1546,3744,audioCMS arash ,0.14, 'arashlib_dir' Remote File Inclusion
1547,3745,Web Slider ,0.6, 'path' Remote File Inclusion
1548,3747,openMairie ,1.1, '/scr/soustab.php' Local File Inclusion
1549,3748,SunShop Shopping Cart ,3.5, 'abs_path' Remote File Inclusion
1550,3749,SunShop Shopping Cart ,3.5, 'GALLERY_BASEDIR' Remote File Inclusion
1551,3750,xoops module tsdisplay,4, Remote File Inclusion
1552,3751,Anthologia ,0.52, 'index.php?ads_file' Remote File Inclusion
1553,3752,AjPortal,2, 'PagePrefix' Remote File Inclusion
1554,3753,Joomla! Component JoomlaPack ,1.04, 'CAltInstaller.php' Remote File Inclusion
1555,3754,MiniGal b,13, Remote Code Execution
1556,3756,Cabron Connector ,1.1,Full 
1557,3758,ShoutPro ,1.52, 'shout.php' Remote Code Injection
1558,3759,Joomla! Component Template Be,2004,2
1559,3760,jGallery ,1.3, 'index.php' Remote File Inclusion
1560,3761,jGallery ,1.3, 'subs.php' Remote Code Execution
1561,3762,AimStats ,3.2, 'process.php?update' Remote Code Execution
1562,3763,Rezervi ,0.9, 'root' Remote File Inclusion
1563,3764,Zomplog ,3.8, 'force_download.php' Remote File Disclosure
1564,3765,opensurveypilot ,1.21, Remote File Inclusion
1565,3766,Mx Module Smartor Album FAP ,2.0, Remote File Inclusion
1566,3771,Supasite ,1.23, Multiple Remote File Inclusions
1567,3773,JChit counter ,1.0, 'imgsrv.php?ac' Remote File Disclosure
1568,3774,JChit counter ,1.0,Ring Webring System 0.9 
1569,3775,JChit counter ,1.0, 'forum_write.php' Remote Code Execution
1570,3778,WEBInsta FM ,0.14, 'login.php' absolute_path Remote File Inclusion
1571,3780,MyBulletinBoard (MyBB) ,1.25, 'calendar.php' Blind SQL Injection
1572,3781,Joomla! ,1.5, 'pcltar.php' Remote File Inclusion
1573,3783,Pagode ,0.58, 'navigator_ok.php?asolute' Remote File Disclosure
1574,3785,Post REvolution ,0.7, 'dir' Remote File Inclusion
1575,3786,Post REvolution ,0.7, Multiple Remote File Inclusions
1576,3794,USP FOSS Distribution ,1.01, 'dnld' Remote File Disclosure
1577,3795,Advanced Webhost Billing System (AWBS) ,2.4, 'cart2.php' Remote File Inclusion
1578,3796,wavewoo ,0.11, 'loading.php?path_include' Remote File Inclusion
1579,3799,JulmaCMS ,1.4, 'file.php' Remote File Disclosure
1580,3800,Ext ,1, 'feed
1581,3802,PHPBandManager ,0.8, 'index.php?pg' Remote File Inclusion
1582,3803,PHPBandManager ,0.8, 'include_all.inc.php?page_dir' Remote File Inclusion
1583,3805,Firefly ,1.101, 'doc_root' Remote File Inclusion
1584,3806,EsForum ,3, 'forum.php?idsalon' SQL Injection
1585,3809,burnCMS ,0.2, 'root' Remote File Inclusion
1586,3813,PostNuke pnFlashGames Module ,1.5, SQL Injection
1587,3814,WordPress Plugin mygallery ,1.4, Remote File Inclusion
1588,3816,TCExam ,4.0011, 'SessionUserLang' Shell Injection
1589,3817,Imageview ,5.3, 'fileview.php?album' Local File Inclusion
1590,3818,The Merchant ,2.2, 'index.php?show' Remote File Inclusion
1591,3820,psipuss ,1, 'editusers.php' Remote Change Admin Password
1592,3824,psipuss ,1,Table 1.43 
1593,3825,WordPress Plugin wordTube ,1.43, 'wpPATH' Remote File Inclusion
1594,3827,Sendcard ,3.41, 'sendcard.php?form' Local File Inclusion
1595,3828,WordPress Plugin myflash ,1, 'wppath' Remote File Inclusion
1596,3832,1024 CMS ,0.7, 'download.php' Remote File Disclosure
1597,3833,mxBB Module FAQ & RULES ,2.0, Remote File Inclusion
1598,3834,YaPiG ,0.95, Remote Code Execution
1599,3835,PostNuke Module v,4, SQL Injection
1600,3837,phpChess Community Edition ,2, Multiple Remote File Inclusions
1601,3838,Open Translation Engine (OTE) ,0.78, 'header.php?ote_home' Remote File Inclusion
1602,3839,PHP Coupon Script ,3, 'bus' SQL Injection
1603,3840,Pre Classifieds Listings ,1, SQL Injection
1604,3841,Pre News Manager ,1, SQL Injection
1605,3842,Pre Shopping Mall ,1, SQL Injection
1606,3843,Censura ,1.1504, 'censura.php?vendorid' SQL Injection
1607,3846,Censura ,1.1504,GADS! 2.2.6 
1608,3847,Versado CMS ,1.07, 'ajax_listado.php?urlModulo' Remote File Inclusion
1609,3848,workbench ,0.11, 'header.php?path' Remote File Inclusion
1610,3849,XOOPS Flashgames Module ,1.01, SQL Injection
1611,3850,RunCMS ,1.52, 'debug_show.php' SQL Injection
1612,3852,PMECMS ,1, config[pathMod] Remote File Inclusion
1613,3853,Persism CMS ,0.92, system[path] Remote File Inclusion
1614,3854,PHP TopTree BBS ,2.01, 'right_file' Remote File Inclusion
1615,3855,Net Portal Dynamic System (NPDS) ,5.1, Remote Code Execution (2)
1616,3857,vm Watermark for Gallery ,0.41, Remote File Inclusion
1617,3858,vm Watermark for Gallery ,0.41,klaN 1.7.6 
1618,3859,Archangel Weblog ,0.9002, Local File Inclusion / Authentication Bypass
1619,3860,PHPtree ,1.3, 'cms2.php?s_dir' Remote File Inclusion
1620,3861,NoAh ,0.9, 'mfa_theme.php' Remote File Inclusion
1621,3862,XOOPS Module wfquotes ,1, SQL Injection
1622,3863,Wikivi,5, 'show.php?sous_rep' Remote File Inclusion
1623,3864,Friendly ,1.0, 'friendly_path' Remote File Inclusion
1624,3865,Tropicalm Crowell Resource ,4.52, 'RESPATH' Remote File Inclusion
1625,3867,ACGVAnnu ,1.3, 'acgv.php?rubrik' Local File Inclusion
1626,3868,DynamicPAD ,1.0218, 'HomeDir' Remote File Inclusion
1627,3869,Berylium,22003,8
1628,3870,LaVague ,0.3, 'printbar.php?views_path' Remote File Inclusion
1629,3874,CGX ,20050314, 'pathCGX' Remote File Inclusion
1630,3875,PHPLojaFacil ,0.15, 'path_local' Remote File Inclusion
1631,3876,GNUEDU ,1.3, Multiple Remote File Inclusions
1632,3878,Miplex,2, 'SmartyFU.class.php' Remote File Inclusion
1633,3879,phpMyPortal ,3.0, GLOBALS[CHEMINMODULES] Remote File Inclusion
1634,3884,aForum ,1.32, 'CommonAbsDir' Remote File Inclusion
1635,3885,telltarget ,1.33, 'tt_docroot' Remote File Inclusion
1636,3886,SimpleNews ,1.0, 'print.php?news_id' SQL Injection
1637,3887,TutorialCMS ,1, 'search.php?search' SQL Injection
1638,3894,Original ,0.11, 'config.inc.php?x[1]' Remote File Inclusion
1639,3895,Thyme Calendar ,1.3, SQL Injection
1640,3896,TaskDriver ,1.2, Authentication Bypass / SQL Injection
1641,3900,Snaps! Gallery ,1.44, Remote User Pass Change
1642,3901,maGAZIn ,2, 'PHPThumb.php?src' Remote File Disclosure
1643,3902,R,2, 'galeria.php?lang2' Local File Inclusion
1644,3903,Monalbum ,0.87, Remote Code Execution
1645,3906,PHP FirstPost ,0.1, 'block.php?Include' Remote File Inclusion
1646,3907,iG Shop ,1.4, 'page.php' SQL Injection
1647,3908,YAAP ,1.5, '__autoload()' Remote File Inclusion
1648,3909,Beacon ,0.2, 'splash.lang.php' Remote File Inclusion
1649,3911,EfesTECH Haber ,5, 'id' SQL Injection
1650,3915,CJG EXPLORER PRO ,3.2, 'g_pcltar_lib_dir' Remote File Inclusion
1651,3918,phpAtm ,1.3, 'downloadfile' Remote File Disclosure
1652,3919,NagiosQL ,20052.0, 'prepend_adm.php' Remote File Inclusion
1653,3920,Feindt Computerservice News ,2, 'newsadmin.php?action' Remote File Inclusion
1654,3923,linksnet newsfeed ,1, Remote File Inclusion
1655,3924,Media Gallery for Geeklog ,1.48, Remote File Inclusion
1656,3928,Achievo ,1.1, 'config_atkroot' Remote File Inclusion
1657,3931,XOOPS Module resmanager ,1.21, Blind SQL Injection
1658,3932,XOOPS Module Glossarie ,1.7, 'sid' SQL Injection
1659,3933,XOOPS Module MyConference ,1, 'index.php' SQL Injection
1660,3935,Glossword ,1.81, 'custom_vars.php' Remote File Inclusion
1661,3941,PHPGlossar ,0.8, 'format_menue' Remote File Inclusion
1662,3942,SimpNews ,2.4001, 'newnr' SQL Injection
1663,3943,FAQEngine ,4.1603, 'question.php?questionref' SQL Injection
1664,3944,Mambo Component com_yanc ,1.4, 'id' SQL Injection
1665,3946,GeekLog ,2, 'ImageImageMagick.php' Remote File Inclusion
1666,3947,Build it Fast (bif,3, Multiple Remote File Inclusions
1667,3948,Libstats ,1.03, 'template_csv.php' Remote File Inclusion
1668,3949,MolyX BOARD ,2.5, 'index.php?lang' Local File Inclusion
1669,3953,SunLight CMS ,5.3, 'root' Remote File Inclusion
1670,3955,Zomplog ,3.8, 'mp3playlist.php' SQL Injection
1671,3956,Zomplog ,3.8,Friends 4.21 
1672,3957,Alstrasoft Live Support ,1.21, Admin Credential Retrieve
1673,3958,Alstrasoft Template Seller Pro ,3.25, Admin Password Change
1674,3959,Alstrasoft Template Seller Pro ,3.25, Remote Code Execution
1675,3960,WordPress Core ,2.13, 'admin
1676,3962,Ol BookMarks Manager ,0.74, 'root' Remote File Inclusion
1677,3963,TutorialCMS ,1.01, Authentication Bypass
1678,3964,Ol BookMarks Manager ,0.74, SQL Injection
1679,3970,BtiTracker ,1.41, Become Admin SQL Injection
1680,3971,NavBoard ,2.6, Remote Code Execution
1681,3972,NavBoard ,2.6, 'template.php?path' Remote File Inclusion
1682,3974,Dokeos ,1.8, 'my_progress.php?course' SQL Injection
1683,3980,Dokeos ,1.65, 'courseLog.php?scormcontopen' SQL Injection
1684,3981,CPCommerce ,1.1, 'id_category' SQL Injection
1685,3983,FirmWorX ,0.12, Multiple Remote File Inclusions
1686,3987,Webavis ,0.11, 'class.php?root' Remote File Inclusion
1687,3988,gCards ,1.46, SQL Injection / Remote Code Execution
1688,3989,My Little Forum ,1.7, 'user.php?id' SQL Injection
1689,3990,vBulletin vBGSiteMap ,2.41, 'root' Remote File Inclusion
1690,3991,OpenBASE ,0.6, 'root_prefix' Remote File Inclusion
1691,3992,FlaP ,1.0, 'pachtofile' Remote File Inclusion
1692,3994,Mazens PHP Chat V,3, Remote File Inclusion
1693,3995,TROforum ,0.1, 'admin.php?site_url' Remote File Inclusion
1694,3997,Frequency Clock ,0.1, 'securelib' Remote File Inclusion
1695,3998,Fundanemt ,2.2, 'spellcheck.php' Remote Code Execution
1696,3999,Vistered Little ,1.6, 'skin' Remote File Disclosure
1697,4000,wanewsletter ,2.13, Remote File Inclusion
1698,4003,wanewsletter ,2.13,a
1699,4004,wanewsletter ,2.13, Remote Code Execution
1700,4005,AdminBot ,9.05, 'live_status.lib.php' Remote File Inclusion
1701,4006,Pheap ,2, Authentication Bypass / Remote Code Execution
1702,4019,Particle Gallery ,1.01, SQL Injection
1703,4020,RevokeBB ,1.0, Blind SQL Injection / Hash Retrieve
1704,4022,XOOPS Module icontent ,1.0, Remote File Inclusion
1705,4025,Quick.Cart ,2.2, Local/Remote File Inclusion / Remote Code Execution
1706,4026,PNPHPBB,2, 'index.php' SQL Injection
1707,4029,Sendcard ,3.41, Local File Inclusion / Remote Code Execution
1708,4030,EQdkp ,1.32, 'listmembers.php' SQL Injection
1709,4031,Madirish Webmail ,2, 'addressbook.php' Remote File Inclusion
1710,4034,Kravchuk letter script ,1, 'scdir' Remote File Inclusion
1711,4035,Comicsense ,0.2, 'index.php?epi' SQL Injection (1)
1712,4036,PBLang ,4.6716, Remote Code Execution
1713,4037,Comicsense ,0.2, 'index.php?epi' SQL Injection (2)
1714,4039,WordPress Core ,2.2, 'xmlrpc.php' SQL Injection
1715,4041,NewsSync for phpBB ,1.5, Remote File Inclusion
1716,4054,NewsSync for phpBB ,1.5,Vision CMS 2.02 
1717,4055,NewsSync for phpBB ,1.5, Remote File Inclusion
1718,4059,Link Request Contact Form ,3.4, Remote Code Execution
1719,4062,Fuzzylime Forum ,1, 'low.php?topic' SQL Injection
1720,4063,xoops module tinycontent ,1.5, Remote File Inclusion
1721,4064,XOOPS Module horoscope ,2, Remote File Inclusion
1722,4068,XOOPS Module horoscope ,2, 'modify.php' Remote File Inclusion
1723,4069,XOOPS Module horoscope ,2,Conteudo 
1724,4070,XOOPS Module cjay content ,3, Remote File Inclusion
1725,4071,Sitellite CMS ,4.212, '559668.php' Remote File Inclusion
1726,4072,PHP::HTML ,0.64, 'PHPhtml.php' Remote File Inclusion
1727,4074,PHPMyInventory ,2.8, 'global.inc.php' Remote File Inclusion
1728,4075,YourFreeScreamer ,1, 'serverPath' Remote File Inclusion
1729,4076,MiniBB ,2.05, 'Language' Local File Inclusion
1730,4078,Solar Empire ,2.911, Blind SQL Injection / Hash Retrieve
1731,4079,MiniBill ,1.25, 'run_billing.php' Remote File Inclusion
1732,4081,Jasmine CMS ,1, SQL Injection / Remote Code Execution
1733,4082,LiveCMS ,3.4, 'categoria.php?cid' SQL Injection
1734,4084,XOOPS Module wiwimod ,0.4, Remote File Inclusion
1735,4085,Musoo ,0.21, Remote File Inclusion
1736,4086,LAN Management System (LMS) ,1.96, Remote File Inclusion
1737,4089,SerWeb ,0.94, 'load_lang.php' Remote File Inclusion
1738,4090,Powl ,0.94, 'htmledit.php' Remote File Inclusion
1739,4091,Sun Board ,1.0, Remote File Inclusion
1740,4092,Sun Board ,1.0, SQL Injection / Cross
1741,4095,Pharmacy System ,2, 'index.php?ID' SQL Injection
1742,4096,Pluxml ,0.31, Remote Code Execution
1743,4097,dagger Web engine ,23, Remote File Inclusion
1744,4098,Simple Invoices ,20070525, 'index.php?submit' SQL Injection
1745,4099,e,107, 'photograph' Arbitrary File Upload
1746,4100,phpTrafficA ,1.42, 'pageid' SQL Injection
1747,4102,b,1, 'footer.inc.php?tfooter' Remote File Inclusion
1748,4103,bugmall shopping cart ,2.5, SQL Injection / Cross
1749,4104,6ALBlog ,0, 'newsid' SQL Injection
1750,4105,SiteDepth CMS ,3.44, 'ShowImage.php?name' File Disclosure
1751,4106,DreamLog ,0.5, 'upload.php' Arbitrary File Upload
1752,4107,Pagetool ,1.07, 'news_id' SQL Injection
1753,4108,Pagetool ,1.07, 'doc.php?doc_id' SQL Injection
1754,4111,PHPSiteBackup ,0.1, 'pcltar.lib.php' Remote File Inclusion
1755,4112,PHPSiteBackup ,0.1,Web 1.1 < 2.2 
1756,4113,WordPress Core ,2.2, 'wp
1757,4114,Elkagroup Image Gallery ,1, SQL Injection
1758,4115,QuickTalk forum ,1.3, 'lang' Local File Inclusion
1759,4116,QuickTicket ,1.2, 'qti_checkname.php' Local File Inclusion
1760,4122,b,1, SQL Injection / Cross
1761,4124,b,1,SH Deaf Forum 6.4.4 
1762,4125,WebChat ,0.78, 'login.php?rid' SQL Injection
1763,4127,Buddy Zone ,1.5, 'view_sub_cat.php?cat_id' SQL Injection
1764,4128,Buddy Zone ,1.5, Multiple SQL Injections
1765,4129,Ripe Website Manager (CMS) ,0.89, Remote File Inclusion
1766,4130,TotalCalendar ,2.402, 'view_event.php' SQL Injection
1767,4131,XCMS ,1.1, 'Galerie.php' Local File Inclusion
1768,4132,sPHPell ,1.01, Multiple Remote File Inclusions
1769,4133,ArcadeBuilder Game Portal Manager ,1.7, SQL Injection
1770,4134,Easybe ,1,2
1771,4135,phpEventCalendar ,0.23, 'eventdisplay.php' SQL Injection
1772,4136,phpEventCalendar ,0.23, 'msg.php?id' SQL Injection
1773,4138,AV Arcade ,2.1, 'index.php?id' SQL Injection
1774,4139,PHPDirector ,0.21, 'videos.php?id' SQL Injection
1775,4140,vbzoom ,1, 'forum.php?MainID' SQL Injection
1776,4141,SuperCali PHP Event Calendar ,0.4, SQL Injection
1777,4142,Girlserv ads ,1.5, 'details_news.php' SQL Injection
1778,4144,MyCMS ,0.98, Remote Command Execution (2)
1779,4145,MyCMS ,0.98, Remote Command Execution (1)
1780,4147,PNPHPBB,2, 'viewforum.php' SQL Injection
1781,4150,VRNews ,1.11, 'admin.php' Remote Security Bypass
1782,4151,AsteriDex ,3, 'callboth.php' Remote Code Execution
1783,4153,PHPVID ,0.99, 'categories_type.php' SQL Injection
1784,4154,eMeeting Online Dating Software ,5.2, SQL Injection
1785,4156,LimeSurvey (phpsurveyor) ,1.49, Remote File Inclusion
1786,4159,GameSiteScript ,3.1, profile id SQL Injection
1787,4161,FlashGameScript ,1.7, 'user' SQL Injection
1788,4163,AV Tutorial Script ,1, Remote User Pass Change
1789,4164,Aigaion ,1.33, 'topic topic_id' SQL Injection
1790,4166,vBulletin Mod RPG Inferno ,2.4, 'inferno.php' SQL Injection
1791,4167,OpenLD ,1.22, 'index.php?id' SQL Injection
1792,4169,FlashBB ,1.18, 'sendmsg.php' Remote File Inclusion
1793,4171,Mail Machine ,3.989, Local File Inclusion
1794,4173,SquirrelMail G/PGP Encryption Plugin ,2, Command Execution
1795,4174,PsNews ,1.1, 'show.php?newspath' Local File Inclusion
1796,4179,MKPortal ,1.11, SQL Injection
1797,4180,MKPortal ,1.11, Remote File Inclusion
1798,4182,CMScout ,1.23, 'index.php' SQL Injection
1799,4183,CMScout ,1.23, Multiple SQL Injections
1800,4184,Realtor ,747, 'index.php?categoryId' SQL Injection
1801,4185,Realtor ,747, 'Directory.php?cat_id' SQL Injection
1802,4186,paFileDB ,3.6, 'search.php' SQL Injection
1803,4187,paFileDB ,3.6, 'referralUrl.php?offset' SQL Injection
1804,4189,paFileDB ,3.6, 'index.php?id' SQL Injection
1805,4191,paFileDB ,3.6, 'index.php?msgid' SQL Injection
1806,4192,Vivvo CMS ,3.4, 'index.php' Blind SQL Injection
1807,4193,QuickEStore ,8.2, 'insertorder.cfm' SQL Injection
1808,4194,Joomla! Component Expose RC,35, Arbitrary File Upload
1809,4195,Joomla! Component Expose RC,35,Market 
1810,4197,phpBB Module SupaNav ,1.0, 'link_main.php' Remote File Inclusion
1811,4199,phpBB Module SupaNav ,1.0,Pro 1.0.8x 
1812,4201,Joomla! Component Pony Gallery ,1.5, SQL Injection
1813,4206,Blog System ,1, 'index.php?news_id' SQL Injection
1814,4209,Blog System ,1, 'catid' SQL Injection
1815,4210,Blog System ,1, 'page.php?id' Remote File Inclusion
1816,4211,JBlog ,1, Create / Delete Admin Authentication Bypass
1817,4212,Joomla! ,1.5, 'Search' Remote Code Execution
1818,4213,Joomla! ,1.5, 'index.php?newsID' SQL Injection
1819,4219,Confixx Pro ,3.31, 'saveserver.php' Remote File Inclusion
1820,4220,Confixx Pro ,3.31, Local File Inclusion / Remote Command Execution
1821,4221,Confixx Pro ,3.31, 'index.php' Remote File Inclusion
1822,4224,Webyapar ,2, Multiple SQL Injections
1823,4225,IndexScript ,2.8, 'cat_id' SQL Injection
1824,4235,Seditio CMS ,121, 'pfs.php' Arbitrary File Upload
1825,4238,Seditio CMS ,121, 'cat_id' SQL Injection
1826,4241,PHP,123, 'category.php?cat' SQL Injection
1827,4242,LinPHA ,1.31, 'new_images.php' Blind SQL Injection
1828,4246,LinPHA ,1.31, Authentication Bypass / SQL Injection
1829,4248,Joomla! Component com_gmaps ,1, 'mapId' SQL Injection
1830,4253,paBugs ,2.0, 'main.php?cid' SQL Injection
1831,4254,paBugs ,2.0, SQL Injection
1832,4256,Envolution ,1.1, 'topic' SQL Injection
1833,4258,Lanius CMS ,1.214, Multiple SQL Injections
1834,4265,Lanius CMS ,1.214, 'Directory.php?cat' SQL Injection
1835,4267,PhpHostBot ,1.06, 'svr_rootscript' Remote File Inclusion
1836,4268,PHPNews ,0.93, 'format_menue' Remote File Inclusion
1837,4269,FrontAccounting ,1.12, Remote File Inclusion
